Primary_Accession,Uncertainty,Length,Disorder,CompositionalBias,Membrane
Q9BSH4,23.57,297,22.56,0,0
P40200,31.79,585,19.32,24.44,3.59
O75478,54.63,443,8.8,6.55,0
Q86TJ2,41.43,420,15,0,0
Q96BN2,100,335,19.7,0,0
O75528,100,432,67.59,0,0
Q13148,40.82,414,31.88,33.82,0
Q12962,95.41,218,47.25,0,0
Q15544,57.82,211,54.03,0,0
Q16514,54.04,161,41.61,0,0
Q15543,63.71,124,20.16,0,0
Q15573,100,450,2.67,0,0
Q53T94,100,588,2.38,0,0
Q15572,100,869,28.65,0,0
Q9H5J8,100,278,48.92,0,0
Q8IZX4,56.9,1826,34.28,0.49,0
P21675,56.68,1872,42.79,13.62,0
Q6P1X5,41.87,1199,17.76,3.34,0
Q5VWG9,92.47,929,74.49,33.05,0
Q92750,83.87,862,23.78,0,0
O00268,83.41,1085,75.58,4.61,0
O75529,24.28,589,5.09,0,0
Q15542,38.62,800,32.5,1.62,0
Q9Y6J9,59.16,622,28.14,0,0
P49848,61.74,677,39,0,0
Q5H9L4,59.09,462,60.82,9.09,0
Q15545,49,349,53.01,1.15,0
Q7Z7C8,74.52,310,60.97,0,0
Q9HBM6,71.31,251,52.19,2.39,0
Q16594,72.73,264,54.55,4.92,0
Q8N103,63.06,731,49.25,0,0
P37802,4.52,199,19.1,0,0
Q9UI15,4.52,199,18.09,0,0
Q01995,4.98,201,24.38,0,0
P17542,77.64,331,80.36,16.92,0
Q16559,38.89,108,42.59,0,0
Q70YC4,100,216,12.04,0,0
Q9BVV6,100,1533,61.9,0.78,0
P37837,0,337,3.56,0,0
Q96BW9,100,452,1.99,0,0
Q9C0D5,71.36,1861,40.89,5.64,0
Q9HCD6,74.22,1990,40.45,0,0
Q92844,95.53,425,43.53,0,0
Q7L7X3,69.23,1001,47.25,3.8,0
Q9UL54,75.06,1235,46.15,23.89,8.5
Q9H2K8,65.7,898,37.42,5.68,0
Q03518,28.71,808,5.07,0,26.24
Q9P031,100,241,55.6,0,0
Q03519,19.97,686,0.58,0,27.55
Q6NXT6,100,567,17.81,6.53,18.87
Q9H2D6,84.44,2365,85.37,0,0
Q13395,88.65,1621,2.65,7.46,0
B6A8C7,26.2,271,2.95,0,7.75
Q7Z7G0,73.3,1075,56.28,31.44,0
Q9H6P5,0,420,12.38,0,0
Q6P1N9,1.68,297,0,0,0
Q93075,66.1,761,52.43,0,0
Q17R31,0.73,274,2.92,0,0
P10636,95.65,758,92.74,0,0
Q86VP1,70.85,789,28.9,0,0
Q16635,26.03,292,8.22,0,10.27
Q9BXI6,41.73,508,36.81,0,0
Q4KMP7,63,808,57.8,21.66,0
Q8IV04,33.86,446,33.86,0,0
P0CG34,11.11,45,100,0,0
P0CG35,11.11,45,100,0,0
Q9C0C2,100,1729,93.64,71.26,0
Q8WUA7,36.75,517,36.94,0,0
Q9NU19,35.05,505,22.57,0,0
Q71U36,1.11,451,5.99,0,0
P68363,0,451,5.99,0,0
Q9BQE3,2.9,449,6.68,0,0
Q13748,4.89,450,4.67,0,0
Q6PEY2,3.33,450,2.44,0,0
P68366,4.46,448,5.13,0,0
Q9H853,5.39,241,8.3,0,0
Q9NY65,2.9,449,3.34,0,0
A6NHL2,1.79,446,1.35,0,0
Q96M53,100,351,53.28,0,0
Q9H4B7,5.54,451,4.66,0,0
Q13885,4.04,445,9.44,0,0
Q9BVA1,4.04,445,9.44,0,0
Q13509,5.33,450,8.22,0,0
P04350,3.83,444,7.43,0,0
P68371,4.27,445,9.44,0,0
P07437,0.68,444,8.56,0,0
Q9BUF5,4.26,446,6.5,0,0
A6NNZ2,3.83,444,8.33,0,0
Q3ZCM7,3.83,444,7.88,0,0
O60347,63.1,775,47.87,0,0
Q9NVG8,26.5,400,8,0,0
Q9P2M4,54.11,693,27.27,0,0
Q8TC07,58.18,691,9.7,0,0
Q8TBP0,62.32,767,29.2,7.04,0
Q9HA65,57.41,648,20.37,5.56,0
Q8N5T2,49.81,526,1.33,0,0
Q96BZ9,24.32,403,13.9,0,10.42
Q8IYX1,18.45,336,0,0,0
Q9NUY8,47.07,699,10.3,0,0
Q9ULP9,19.5,559,3.76,0,0
Q3MII6,61.05,688,28.05,3.63,0
Q86UD7,23.6,250,10.4,0,0
Q2M2D7,30.48,210,16.67,0,0
Q9UFV1,38.67,150,22.67,0,0
Q9Y2I9,66.02,924,47.08,0,0
Q96DN5,41.56,1066,12.38,0,0
Q8IZP1,47.91,549,33.7,0,0
A6NDS4,48.09,549,32.06,0,0
Q6IPX1,48.27,549,31.69,0,0
A6NER0,47.91,549,35.34,0,0
Q6DHY5,48.27,549,33.88,0,0
P0C7X1,47.91,549,35.15,0,0
Q0IIM8,64.73,1120,5.36,0,0
Q66K14,67.68,1250,17.84,0,1.68
O75347,0.93,108,12.04,0,0
Q99426,5.33,244,8.2,0,0
Q9NVR7,70.38,557,3.23,0,0
Q15814,19.94,346,14.45,0,0
Q86TI0,48.89,1168,25.77,0,0
O60343,58.63,1298,32.9,6.78,0
Q92609,63.65,795,36.35,0,0
Q9P0N9,0,293,0.34,0,0
O95759,65.7,1140,9.65,0,0
Q6ZT07,68.48,1266,14.77,0,0
Q9BTW9,16.02,1192,2.6,0,0
Q5QJ74,11.08,424,4.72,0,0
Q15813,6.07,527,7.4,0,0
Q8TEA7,28.78,893,4.14,0,0
Q9BYX2,54.42,928,23.28,0.43,0
Q9UPU7,56.59,963,27.31,0,0
Q9UJT1,7.73,453,0,0,0
Q9UJT0,10.74,475,0,0,0
P23258,0,451,1.77,0,0
Q9NRH3,1.55,451,1.77,0,0
Q9UHD2,9.88,729,0.41,0,0
A7MCY6,100,615,55.28,14.96,0
Q9BZK7,10.7,514,12.65,2.14,0
O60907,22.18,577,14.56,2.95,0
Q9BQ87,17.24,522,16.28,0,0
Q9Y4P3,27.96,447,14.32,0,0
Q12788,25.12,808,2.35,0,0
P62380,3.76,186,0,0,0
Q6SJ96,52.27,375,41.33,1.33,0
P20226,45.72,339,47.79,12.09,0
Q16650,72.29,682,40.32,0.73,0
Q3YBR2,64.48,411,21.41,6.81,0
Q969Z0,100,631,3.65,0,0
O75333,52.99,385,28.83,0,0
Q96SF7,69.93,602,38.7,0,0
O95935,70.18,607,39.54,0,0
O60806,58.93,448,32.59,0,0
O43435,52.51,398,38.94,5.78,0
Q9UMR3,59.51,447,22.82,2.01,0
Q9UL17,64.3,535,41.87,0,0
Q9Y458,65.19,520,24.42,0,0
Q13207,74.16,712,44.1,22.61,0
O15119,71.6,743,32.84,0,0
P57082,65.32,545,35.6,0,0
Q99593,61.2,518,50.39,0,0
O95947,57.11,436,36.47,0,0
Q8N7M0,40.78,179,7.26,0,0
Q8WW35,25.35,142,6.34,0,0
Q8IZS6,47.47,198,18.18,0,0
Q5JR98,52.04,221,40.72,0,0
Q8N3R3,100,496,3.83,0,0
Q15170,100,157,73.25,36.94,0
Q9H3H9,100,227,94.71,0,0
Q969E4,100,200,100,33.5,0
Q96EI5,100,215,90.23,50.23,0
Q5H9L2,100,206,100,38.83,0
Q6IPX3,100,200,100,33.5,0
Q9BRU2,100,100,71,0,0
Q8IYN2,100,117,94.87,0,0
Q8IUC6,53.93,712,51.83,31.46,0
Q86XR7,30.64,235,19.57,0,0
P01848,30.28,142,9.15,0,14.08
P23193,16.61,301,39.87,0,0
Q15560,15.05,299,34.78,0,0
O75764,27.01,348,39.94,12.64,0
Q12870,66.33,199,45.23,7.54,0
Q9Y242,50.72,345,51.59,33.04,0
Q9UGU0,94.23,1960,89.08,5.1,0
O43680,62.01,179,48.6,0,0
Q7RTU1,70.09,214,57.94,0,0
Q7RTU0,60.48,167,71.26,0,0
Q9BQ70,100,676,33.73,0,0
P36402,61.72,384,71.88,0,0
Q9UL49,88.6,500,47.4,23.2,0
Q5QJ38,89.16,904,84.51,0,0
Q9BT92,100,498,41.37,82.93,0
P56279,0,114,0.88,0,0
O95988,16.41,128,0.78,0,0
P20061,0,433,0.69,0,0
P20062,4.22,427,1.17,0,0
Q13428,100,1488,96.24,3.23,0
Q12799,100,353,100,0,0
Q8WWU5,100,503,16.1,0,3.98
Q8TDR4,100,215,86.98,0,0
B9ZVM9,100,353,100,0,0
P53999,43.31,127,67.72,40.94,0
P17987,4.68,556,3.78,0,0
P78371,3.55,535,2.62,0,0
P50991,3.53,539,8.35,0,0
P48643,4.25,541,4.44,0,0
P49368,5.32,545,10.09,0,0
Q99832,4.6,543,3.68,0,0
A6NM43,9.16,557,10.59,0,0
Q96SF2,9.16,557,11.31,0,0
P50990,5.84,548,3.65,0,0
Q7Z6L1,83,1165,14.51,0.69,0
O15040,76.05,1411,28.07,0.71,0
Q92526,2.64,530,0,0,0
P40227,2.64,531,0.19,0,0
O14776,53.1,1098,55.92,34.34,0
Q5VWI1,58.02,586,37.2,2.9,0
P57738,100,103,23.3,0,37.86
Q5JU00,26.75,501,17.96,0,0
Q9HAU6,0.72,139,12.95,0,0
P13693,0,172,12.79,0,0
P13385,82.45,188,7.98,0,0
P51864,81.91,188,2.13,0,0
Q13569,44.15,410,28.54,0,0
Q8IZJ6,19.13,230,5.22,0,0
Q9H147,100,329,31.91,0,0
Q5QJE6,100,756,74.74,0,0
Q5VZ19,33.06,366,3.01,0,0
Q587J7,27.95,1177,12.66,0,0
B5MCY1,42.24,1934,2.28,0,0
Q9BXT4,30.25,1180,14.15,0,0
Q9H7E2,65.28,651,65.59,0,0
Q8NAT2,56.57,981,16.72,0,0
O60522,50.14,2096,10.64,0.29,0
Q8NHU6,20.58,1098,15.48,0,0
Q8NDG6,32.71,1382,3.55,0,0
Q3Y452,100,100,25,0,0
Q9Y2W6,29.95,561,18.54,0,0
Q86YL5,100,185,63.78,4.32,0
P04053,6.48,509,8.64,0,0
Q9NYB0,39.85,399,54.89,22.81,0
P28347,29.58,426,23.47,19.95,0
Q15562,29.98,447,30.65,14.54,0
Q99594,33.56,435,14.48,15.63,0
Q15561,34.33,434,27.19,0,0
Q96MN5,26.44,208,26.44,0,0
Q8N8B7,30.2,351,23.93,0,0
Q15185,6.88,160,26.25,33.12,0
Q5HYJ1,45.18,363,0.28,0,17.36
Q9NZ01,34.09,308,0,0,20.45
Q2MV58,100,587,4.94,3.41,0
Q96GX1,100,697,1.29,2.87,3.01
Q6NUS6,100,607,6.1,3.29,3.46
O75443,76.06,2155,0.09,0,0
Q96PL2,22.8,329,0,0,0
P42680,3.33,631,4.75,0,0
Q5T9Z0,100,273,0,0,46.15
Q8IYR6,38.95,380,6.58,2.11,5.53
Q9UIK5,43.58,374,5.88,0,5.61
Q96QE5,21.11,360,1.11,0,0
Q10587,76.9,303,60.07,17.16,0
Q969V4,100,418,9.81,0,0
Q9UIF3,100,430,11.86,0,0
Q9BXF9,100,490,10.2,0,0
Q8WW24,100,435,24.14,0,0
Q96M29,100,485,3.71,0,0
Q9Y4R8,35.72,837,13.5,0,0
O15273,0,167,35.33,0,0
Q86WV5,0.81,123,1.63,0,0
Q9UKZ4,46.46,2725,10.5,0.33,0.77
Q9NT68,50.97,2774,11.07,0.14,0.76
Q9P273,50.5,2699,9.37,0,0.78
Q6N022,42.15,2769,10.65,0.14,0.76
P24821,29.94,2201,12.4,0,0
Q63HR2,51.45,1409,44.5,31.51,0
Q9UQP3,7.01,1299,29.18,0,0
Q92752,8.84,1358,11.12,11.78,0
Q9HBL0,66.4,1735,65.82,6.28,0
Q68CZ2,57.65,1445,51,0.28,0
Q8IZW8,61.4,715,50.63,21.96,0
Q16473,3.54,311,52.73,0,0
P22105,38.89,4289,45.91,0,0
Q99973,35.21,2627,7.84,0,0
Q6URK8,100,271,0.37,0,0
P55072,6.45,806,12.66,0,0
Q8NA31,34.8,727,15.13,0,0
P54274,36.22,439,36.9,15.95,0
Q15554,29.89,542,55.35,3.32,0
O14746,43.55,1132,13.69,0,0
Q15569,54.63,626,50.16,0,0
Q96S53,50.96,571,27.5,0,0
A2RU30,100,521,39.54,0,0
Q9Y6M0,18.15,314,0,0,0
Q9UGI8,56.06,421,16.63,5.94,0
Q8NFU7,77.01,2136,48.97,0,0
Q6N021,77.77,2002,66.53,21.58,0
O43151,80.48,1660,54.52,0,0
P05452,10.4,202,5.94,0,0
Q9NXF1,100,929,7.1,0,4.52
Q8IYF3,54.26,940,1.28,0,0
Q9BXU0,100,123,22.76,0,0
Q8IWB6,66.8,1497,50.23,0,0
Q9BXT5,100,2789,28.4,2.83,0
Q8NA77,100,164,42.07,0,0
C9J3V5,100,150,57.33,0,0
Q8N6G2,100,289,15.92,0,0
O15482,100,410,26.59,0,5.61
Q8N6K0,100,151,22.52,0,13.91
Q8IWB9,84.65,1127,44.37,2.4,3.73
Q5JUR7,8.37,227,0,0,0
O43247,100,280,77.14,0,0
Q5T0J7,100,233,52.36,0,0
Q5VZQ5,100,186,31.18,0,0
Q96LM6,100,180,37.22,0,0
Q6PEX7,100,206,22.82,0,10.19
Q9NTU4,100,200,58,0,0
Q6ZNM6,100,134,3.73,0,0
Q8N6V9,100,391,35.55,0,0
P52655,65.16,376,46.81,4.52,0
Q9UNN4,80.96,478,39.12,0,0
Q00403,2.53,316,9.49,0,0
P32780,72.45,548,9.85,0,0
Q13888,27.59,395,3.29,0,0
Q13889,47.08,308,4.87,0,0
Q92759,84.2,462,2.16,0,0
Q6ZYL4,0,71,0,0,0
Q9NZI6,87.68,479,18.58,0,0
Q8IUE1,65.56,241,78.42,0,0
Q8IUE0,55.14,185,67.03,0,0
Q92664,32.05,365,10.68,0,0
Q92994,52.29,677,41.65,0,0
Q12789,100,2109,23.99,2.37,0
Q8WUA4,39.96,911,38.53,0.66,0
Q9Y5Q9,13.09,886,18.17,2.6,0
Q9UKN8,40.63,822,14.48,0,0
Q9Y5Q8,46.05,519,16.96,7.13,0
Q969F1,60.09,213,43.19,0,0
Q04206,30.49,551,53.18,0,0
Q9HCS4,75.51,588,70.41,39.97,0
Q9NQB0,75.44,619,64.78,22.62,0
Q00059,16.67,246,13.41,0,0
Q01664,75.15,338,66.57,14.79,0
Q8WVM0,8.09,346,4.34,0,0
Q9H5Q4,17.93,396,4.29,0,0
Q12800,88.05,502,21.51,4.78,0
Q14186,42.68,410,32.2,5.12,0
Q14188,45.96,446,28.03,3.36,0
Q5H9I0,42.96,405,31.36,4.2,0
P15923,86.39,654,88.38,0,0
P19532,83.65,575,69.39,0,0
P19484,80.25,476,76.47,17.65,0
O14948,72.91,347,38.62,0,0
P04155,28.57,84,0,5.95,0
Q03403,18.6,129,0,0,0
Q07654,26.25,80,0,0,0
Q92734,79.5,400,70.75,0,0
O95379,22.22,198,3.03,0,0
Q9UBB9,100,837,28.43,0.6,0
P10646,32.24,304,2.3,0,0
P48307,19.15,235,0,2.13,0
P0C1Z6,100,253,71.94,0,0
P02786,15.66,760,5.53,0,2.76
Q9UP52,18.6,801,10.24,0,2.62
P13726,19.32,295,6.78,0,7.8
Q03167,70.15,851,16.8,0,2.59
O95455,5.43,350,3.14,0,0
Q8WUH2,55.12,860,2.33,0,0
P01135,67.5,160,0,0,16.25
P01137,12.82,390,5.64,0,0
P61812,19.32,414,4.35,0,0
P10600,19.17,412,9.71,0,0
O43294,36.01,461,43.17,0,0
P36897,15.11,503,0.99,0,4.17
P37173,26.28,567,2.82,0,3.7
Q15583,78.05,401,56.11,1,0
Q9GZN2,63.29,237,54.43,0,0
P22735,14.57,817,17.75,0,0
P21980,0,687,5.24,0,0
O95932,4.96,706,2.27,0,0
Q08188,0.14,693,2.45,0,0
P49221,3.65,684,3.36,0,0
O43548,6.81,720,5.69,0,0
Q96PF1,4.23,710,5.07,0,0
O43493,100,480,75.62,0,4.38
H3BV60,48.1,316,54.43,72.47,6.65
Q96RS0,70.81,853,43.96,1.64,0
Q9BXR0,8.44,403,1.99,0,0
Q9P2Z0,68.48,257,43.19,0,0
Q96EK4,73.25,314,43.31,23.57,0
Q6YHU6,100,1953,1.23,0.72,0
Q9NVV9,59.62,213,18.78,6.1,0
Q9H0W7,61.4,228,4.82,0,0
Q8WTV1,64.44,239,63.18,0,0
Q8WY91,52.34,577,56.67,0,0
Q7Z6K1,78.23,395,40.25,0,0
Q8TBB0,59.91,222,0,0,0
Q9BT49,71.52,309,51.46,1.29,0
Q8NA92,68.25,274,52.19,0,0
Q9H5L6,90.81,903,1.55,0,0
P24557,13.13,533,6,0,15.76
P10827,34.49,490,24.08,0,0
P05543,7.47,415,1.2,0,0
P10828,22.34,461,9.76,0,0
P0DJG4,100,465,52.69,0,0
Q9P2T0,100,379,51.19,2.11,0
Q5T1C6,15,240,2.08,0,0
Q8WUY1,32.69,208,1.44,0,0
Q9NWX6,9.73,298,2.01,0,0
Q9BWD1,0,397,3.27,0,0
P09110,7.08,424,12.03,0,0
P24752,7.73,427,0,0,0
P42765,2.27,397,6.3,0,0
Q99757,22.89,166,12.65,0,0
P10599,0,105,0,0,0
Q8N1K5,100,641,14.51,0,0
Q5TEJ8,100,643,20.68,2.8,0
Q8IYQ7,13.86,743,0,0,0
Q86YJ6,2.48,484,0.41,0,0
Q96FV9,85.08,657,26.79,0,0
Q8NI27,100,1593,29.76,20.59,0
Q96J01,16.52,351,1.99,0,0
Q86V81,39.3,257,71.21,82.1,0
Q13769,100,683,15.96,0,0
Q86W42,7.62,341,0.59,0,0
Q6I9Y2,100,204,16.67,0,0
P52888,2.18,689,4.06,0,0
P00734,6.91,622,8.68,0,0
Q92748,23.29,146,19.86,0,0
Q9UPZ6,66.69,1657,6.22,0,1.27
Q9C0I4,55.6,1608,2.05,0.37,1.31
Q9NS62,85.33,852,43.19,0,2.46
Q6ZMP0,45.38,1018,33.4,0,0
P25325,5.05,297,13.13,0,0
Q9BU02,0,230,11.3,0,0
Q16762,1.35,297,10.77,0,0
Q9NXG2,64.31,353,40.79,0,0
Q9BTF0,24.06,503,4.97,0,0
Q9BV44,29.78,507,5.72,1.78,0
P04216,34.78,161,0,0,0
P01266,74.42,2768,4.48,0,0
Q9P016,24.44,225,31.11,0,0
Q99595,100,171,7.02,0,36.84
O60830,100,172,12.79,0,36.63
Q5SRD1,100,257,2.72,0,16.34
P31483,25.13,386,18.39,0,0
O95411,100,115,11.3,0,0
Q13009,50.53,1591,36.2,0.57,0
Q8IVF5,55.2,1701,28.57,0,0
Q01085,24.8,375,17.33,0,0
Q08629,38.04,439,12.07,0,0
Q92563,37.5,424,14.62,5.66,0
Q9BQ16,36.7,436,13.07,9.86,0
Q7Z2Z1,100,1910,57.43,9.74,0
Q9NPL8,100,285,9.12,0,30.18
P35590,7.73,1138,9.49,0,2.2
Q02763,5.69,1124,2.58,0,1.87
O15164,64.29,1050,42.86,1.05,0
Q13263,54.49,835,36.89,7.43,0
Q6ZNK6,36.65,161,10.56,0,0
Q96CG3,42.93,184,9.78,0,0
P49788,27.21,294,17.35,0,7.48
Q9NQ88,0,270,2.22,0,0
Q96MW7,41.96,591,11.34,0,0
Q4W5G0,36,525,12,0,0
Q6B0B8,33.97,471,12.1,0,0
Q8IY51,27.54,512,9.57,0,0
Q53EQ6,47.2,642,43.3,11.99,0
Q17RP2,37.04,521,7.49,0,0
Q6NT04,38.62,549,3.46,0,0
Q495A1,17.21,244,6.15,0,8.61
Q86V40,100,505,17.23,0,4.16
A6NFA1,100,517,34.62,0,4.06
Q86X45,61.37,466,40.99,1.29,0
P62072,0,90,24.44,0,0
Q9Y5L4,26.32,95,1.05,0,0
Q96DA6,40.52,116,6.03,0,18.1
Q9Y3D7,48.8,125,20,0,0
Q9BVV7,56.85,248,17.74,0,8.47
Q9Y584,100,194,16.49,0,32.47
O14925,100,209,3.35,0,28.23
O43615,57.08,452,18.14,0,0
Q3ZCQ8,48.73,353,13.6,0,5.95
O60220,29.9,97,10.31,0,0
Q9Y5J9,16.87,83,1.2,0,0
Q9Y5J7,0,89,0,0,0
Q96H15,65.61,378,36.24,32.54,5.56
P01033,0,207,0,0,0
P16035,11.82,220,0.45,0,0
P35625,11.85,211,0,0,0
Q99727,13.84,224,0.89,0,0
Q9UNS1,100,1208,22.02,2.32,0
Q9UJW2,31.51,476,5.67,0,0
Q9GZM7,35.97,467,7.71,0,0
Q9BSI4,95.34,451,35.03,0,0
Q96A98,100,100,5,0,0
Q9BVW5,100,301,63.12,0,0
O75663,100,272,4.78,0,0
Q8TB96,38.73,612,0.49,0,3.43
P58753,32.13,221,34.84,0,0
Q07352,76.04,338,42.9,2.96,0
P47974,84.41,494,48.38,8.1,0
Q9Y5M6,100,44,0,0,0
Q8WZ42,92.56,34350,19.54,6.86,0
Q5JTD0,100,557,70.56,10.23,0
P20366,63.57,129,1.55,0,0
Q86UU9,100,113,8.85,0,0
Q9UHF0,91.74,121,43.8,0,0
P51854,1.85,596,7.72,0,0
Q9H0I9,0.16,626,3.99,0,0
P29401,0,623,6.42,0,0
Q96CP7,100,247,0,0,42.51
A6NGC4,100,264,10.98,0,47.73
Q6P9B6,26.32,456,20.83,0,0
A0PJX2,23.26,215,18.14,3.26,0
Q04724,36.62,770,40.52,49.35,0
Q04725,39.84,743,27.73,45.22,0
Q04726,41.71,772,40.41,49.35,0
Q04727,42.04,773,35.45,27.94,0
Q9H808,43.36,572,31.47,0,0
Q9UKI8,45.82,766,36.55,0,0
Q86UE8,58.29,772,41.32,0,0
O43897,15.3,1013,3.75,0,0
Q9Y6L7,15.47,1015,10.84,0,0
Q9Y490,3.74,2541,21.02,0,0
Q9Y4G6,4.45,2542,15.5,13.1,0
Q9BXR5,7.89,811,0.25,0,2.59
Q15399,3.82,786,0,0,2.67
O60603,1.91,784,0,0,2.68
O15455,4.2,904,0,0,2.32
O00206,5.48,839,0,0,2.5
O60602,1.98,858,0.35,0,2.45
Q9Y2C9,5.78,796,0,0,2.64
Q9NYK1,5.91,1049,0.57,0,2
Q9NR97,5.09,1041,1.15,0,2.02
Q9NR96,6.78,1032,1.07,0,2.03
P31314,72.42,330,47.88,0,0
O43763,70.42,284,58.1,31.34,0
O43711,71.48,291,40.21,0,0
P0CAT3,100,122,92.62,0,0
Q9NV29,100,134,0,0,31.34
Q96IK0,100,257,0,0,64.98
Q8N9M5,43.9,508,19.49,0,3.54
Q8NE00,51.61,496,1.41,0,46.57
Q8N8V8,100,129,13.95,0,32.56
Q6UX40,100,140,0,0,60
Q6UXF1,100,575,72.87,20.87,3.65
Q9BVC6,100,243,1.65,0,34.16
Q8TBZ6,42.18,339,44.84,0,0
Q6PF06,44.3,316,16.14,0,0
Q86TL2,100,294,10.2,0,35.71
B3SHH9,26.01,223,0.45,0,37.67
Q12893,50.43,351,17.38,0,43.3
Q8NCL8,26.12,245,1.22,0,35.1
Q9H0C3,100,514,11.67,0,32.68
Q4V9L6,100,283,59.36,0,7.42
Q6ZMR5,15.68,421,0,0,4.99
Q86T26,14.66,416,0,0,5.05
O60235,16.03,418,1.44,0,5.02
Q9UL52,11.11,423,2.6,0,4.96
Q6ZWK6,15.98,438,3.2,0,4.79
Q9BTD3,100,319,13.17,13.17,46.08
Q96AQ2,100,219,6.39,0,38.36
O75204,100,238,10.92,0,26.47
Q5BJH2,100,165,6.67,0,50.91
A0AVI4,100,362,0.55,0,11.6
Q8N3G9,100,435,0,0,4.83
Q92545,100,1883,31.7,14.55,2.23
Q9H2Q1,100,129,0,0,32.56
Q9H6X4,100,195,28.72,0,21.54
Q86UB9,100,458,0.66,0,27.51
Q6ZRR5,100,245,0,0,51.43
Q9NPI0,100,162,0,0,51.85
Q8IV31,100,216,57.41,0,9.72
Q9NV12,100,185,0,0,45.41
Q96I45,0,108,5.56,0,38.89
Q96AN5,100,459,11.33,0,9.15
Q7Z5S9,100,345,0,0,62.03
Q8NBT3,100,493,3.85,0,34.08
Q9BVK8,100,224,0,0,56.25
Q8N616,100,119,0,0,0
Q9Y6G1,0,99,0,0,63.64
Q9NUH8,3.51,114,0,0,73.68
Q9P0S9,0,112,0,0,75
A8MWL7,3.51,114,0,0,71.05
Q6UXP3,29.6,125,0,0,33.6
Q6P9G4,100,183,28.42,0,11.48
Q4W5P6,100,130,12.31,0,0
Q8N614,100,296,1.69,0,14.19
Q8WZ71,100,300,13,14.67,14
Q96B96,100,161,0,0,39.13
Q9NX00,100,188,22.34,0,33.51
Q8TC26,30.45,289,20.76,0,43.6
Q5U3C3,98.99,297,6.4,0,49.49
Q9HC07,100,324,12.96,0,38.89
Q9H0V1,100,697,0,0,33.14
Q96HH4,100,297,35.02,0,14.14
Q8WVE6,100,324,36.73,0,25.93
Q8WUU8,100,243,11.93,0,17.28
Q9BSA9,100,504,8.53,0,41.67
Q53S58,100,311,0,0,20.26
Q14CX5,12.77,517,1.55,0,46.23
Q9P2C4,100,612,16.34,0,30.88
Q6ZP80,27.95,229,0,0,27.51
Q96B77,100,213,0,0,19.72
Q14656,100,261,1.53,0,49.04
A5PLL7,100,270,0,0,23.33
Q8WZ59,100,177,24.86,6.78,11.86
Q8IY95,100,271,0,0,31
Q5HYL7,100,178,1.12,0,47.19
Q66K66,100,360,22.78,61.11,40.83
Q8N511,100,208,11.54,0,20.19
O75674,42.65,476,42.23,0,0
Q6ZVM7,42.41,507,50.89,0,0
Q5SNT2,100,666,23.42,12.01,18.47
A6NGA9,45.79,273,9.52,0,31.5
Q969S6,100,136,0,0,63.24
Q9BSN7,100,226,1.77,0,37.17
Q6UW68,100,189,4.23,0,44.44
Q9H813,100,350,1.71,0,10.86
Q6UWW9,100,146,0,0,14.38
Q9BTX3,100,173,12.72,0,36.99
Q96SK2,100,561,22.99,16.4,7.49
A6NLX4,100,147,12.93,6.12,14.29
Q6ICI0,20,200,0,0,43
A6NML5,100,194,0,0,54.12
A2RRL7,100,107,6.54,0,19.63
Q6NUQ4,100,689,13.5,0,6.1
Q68D42,100,235,25.11,0,17.87
Q9P0N5,100,145,0,0,57.93
Q8N7C4,100,229,0,0,36.68
A2RU14,100,115,0,0,54.78
Q86XT9,100,240,1.25,0,8.75
Q6QAJ8,100,160,0,0,65.62
A6NGB7,100,291,31.27,0,28.87
Q9H0R3,100,208,12.98,0,30.29
A0PJW6,100,202,0.5,0,20.79
Q6GV28,100,225,0,0,37.33
Q96A57,100,120,0,0,35
Q9H6L2,100,316,2.53,0,13.29
C9JQI7,100,657,2.74,0,6.39
B4DJY2,100,109,12.84,0,38.53
Q8WY98,40.24,164,1.22,0,38.41
A6NFC5,26.46,223,0.9,0,28.25
Q5W0B7,100,351,10.26,0,35.9
Q96Q45,100,408,40.69,0,20.59
C9JI98,100,176,22.73,28.41,23.86
Q8WW34,100,195,7.69,57.44,24.62
Q5SV17,100,173,0,0,24.28
Q24JQ0,100,296,0,0,71.62
Q9NWH2,100,141,9.22,0,29.79
Q9BU79,100,118,0,0,53.39
Q5VVB8,100,128,0,0,49.22
Q9H330,100,911,8.78,0,32.27
Q9BRR3,100,403,3.47,0,15.63
A6NEH6,100,219,51.6,0,19.18
Q9NWD8,100,314,9.24,0,27.39
Q2WGJ8,100,235,8.09,0,17.87
Q8N6I4,100,163,0,0,25.77
Q8N6L7,100,170,20.59,0,24.71
P0C7T8,100,217,17.05,0,38.71
Q8TBM7,100,123,0,0,51.22
Q8N2U0,100,113,0,0,37.17
O96002,100,111,0,0,37.84
P61165,100,79,0,0,53.16
Q9NX78,83.59,707,1.7,0,23.76
Q96GE9,100,116,16.38,0,35.34
E9PQX1,100,116,0,0,54.31
Q8WUH6,100,116,42.24,0,36.21
Q9BX74,100,207,2.42,0,18.84
Q9BX73,100,214,8.41,0,19.63
Q9BRN9,100,247,1.21,0,17
Q9H6F2,100,299,13.71,3.01,28.09
Q9NVV0,100,291,6.53,0,28.87
Q9NV64,100,488,2.46,0,34.43
Q9GZU3,100,492,7.93,6.5,34.55
Q969M1,13.64,308,7.47,0,0
Q96HV5,100,264,0.76,0,40.53
